# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT_SPANISH	CONCEPT_FRENCH	CONCEPT_PORTUGUESE	SEMANTIC_FIELD	VALUE_IN_SOURCE	VALUE	FORM1	FORM2	FORM	SEGMENTS	SOURCE	COGID	PROBLEMATIC
4306	Piapoco	wild cane (Sagittatum sp.)	caña brava, tañil	canne flèche	cana-brava	other	<sitùa> $sitùa$ (cana brava) {Epps}, $bèsuè$ (cana brava) {H&R 1992}		bèsuè		bèsuè	b ès u è	H&R 1992	4627	
4307	Resigaro	wild cane (Sagittatum sp.)	caña brava, tañil	canne flèche	cana-brava	other	$iítshikó$ (cana-brava) {Allin 1979}		iítshikó		iítshikó	i í tsh i k ó	Allin 1979	4624	
4308	Tariana	wild cane (Sagittatum sp.)	caña brava, tañil	canne flèche	cana-brava	other	$sído$ $sído$ (cana-brava) {Epps}		sído		sído	s í d o	Epps	4623	
4309	Yukuna	wild cane (Sagittatum sp.)	caña brava, tañil	canne flèche	cana-brava	other	$ihihila$ (cana-brava) {Schauer 2005}		ihihila		ihihila	i h i h i l a	Schauer 2005	4621	
5341	Baniwa	wild cane (Sagittatum sp.)			cana-brava		<maapa> (cana) {Ramirez 2001}	maapa			maapa	m aa p a	Ramirez 2001	4622	
#
4310	Achagua	wind	viento	vent	vento	other	$kauli$ (viento) {Melendez 2011}		kauli		kauli	k a u l i	Melendez 2011	4628	
4311	Baré	wind	viento	vent	vento	other	$hawisi$ (vento) {Oliveira 93}		hawisi		hawisi	h a w i s i	Oliveira 93	4630	
4312	Kabiyari	wind	viento	vent	vento	other	<kalena> $kalena$ (vento) {Epps}	kalena	kalena		kalena	k a l e n a	Epps	4628	
4313	Piapoco	wind	viento	vent	vento	other	<cáuli> $káuli$ (vento) {Epps}	cáuli	káuli		káuli	k á u l i	Epps	4628	
4314	Resigaro	wind	viento	vent	vento	other	$kotʃhíivú$ (vento) {Allin 1979}		kotʃhíivú		kotʃhíivú	k o tʃh í i v ú	Allin 1979	4633	
4315	Tariana	wind	viento	vent	vento	other	$kále$ (vento) {Aikhenvald 2001}		kále		kále	k á l e	Aikhenvald 2001	4628	
4316	Warekena	wind	viento	vent	vento	other	$witʃi$ (vento) {Aikhenvald 2012}		witʃi		witʃi	w i tʃ i	Aikhenvald 2012	4630	
4317	Yukuna	wind	viento	vent	vento	other	$kaɾená$ (vento) {Epps}		kaɾená		kaɾená	k a ɾ e n á	Epps	4628	
5342	Baniwa	wind			vento		<kawaale> (vento) {Ramirez 2001}	kawaale			kawaale	k a w aa l e	Ramirez 2001	4628	
#
4318	Achagua	wing	ala	aile	asa	body part	$na:baiʃi$ (ala) {Melendez 2011}		na:baiʃi		na:baiʃi	n a: b a i ʃ i	Melendez 2011	4634	
4319	Baré	wing	ala	aile	asa	body part	$danabati$ (asa) {Oliveira 93}		danabati		danabati	d a n a b a t i	Oliveira 93	4636	
4320	Kabiyari	wing	ala	aile	asa	body part	<tehepa> $tehepa$ (asa) {Epps}	tehepa	tehepa		tehepa	t e h e p a	Epps	4636	
4321	Piapoco	wing	ala	aile	asa	body part	<yàanabái> $jàanabái$ (asa) {Epps}	yàanabái	jàanabái		jàanabái	j à a n a b á i	Epps	4634	
4322	Resigaro	wing	ala	aile	asa	body part	$-aʔnáapí$ (asa) {Allin 1979}		-aʔnáapí		-aʔnáapí	� a ʔ n a � a p i �	Allin 1979	4639	
4323	Tariana	wing	ala	aile	asa	body part	$di-aɾa-ní-ma$ (asa) {Aikhenvald 2001}, $dí-phe$ (asa) {Aikhenvald 2001}		di-aɾa-ní-ma		di-aɾa-ní-ma	d i � a ɾ a � n i � � m a	Aikhenvald 2001	4640	
4324	Tariana	wing	ala	aile	asa	body part	$di-aɾa-ní-ma$ (asa) {Aikhenvald 2001}, $dí-phe$ (asa) {Aikhenvald 2001}		dí-phe		dí-phe	d i � � p h e	Aikhenvald 2001	4635	
4325	Warekena	wing	ala	aile	asa	body part	$tánapi$ (asa) {Aikhenvald 2012}		tánapi		tánapi	t á n a p i	Aikhenvald 2012	4636	
4326	Yukuna	wing	ala	aile	asa	body part	$jupʰehi$ (asa) {Epps}		jupʰehi		jupʰehi	j u pʰ e h i	Epps	4642	
5343	Baniwa	wing			asa		<-naphe> (asa) {Ramirez 2001}	-naphe			-naphe	� n a p h e	Ramirez 2001	4635	
#
4327	Baré	wipe	borrar, limpiar frotando	essuyer	limpar	verb	$hibi$ (limpar) {Oliveira 93}		hibi		hibi	h i b i	Oliveira 93	4644	
4328	Piapoco	wipe	borrar, limpiar frotando	essuyer	limpar	verb	$nusìaka$ (limpiar) {Klumpp 1995}, $masakà:ka numànika$ (limpiar) {Klumpp 1995}		nusìaka		nusìaka	n u s ì a k a	Klumpp 1995	4645	
4329	Piapoco	wipe	borrar, limpiar frotando	essuyer	limpar	verb	$nusìaka$ (limpiar) {Klumpp 1995}, $masakà:ka numànika$ (limpiar) {Klumpp 1995}		masakà:ka numànika		masakà:ka numànika	m a s a k a � � k a � n u m a � n i k a	Klumpp 1995	4650	
4330	Resigaro	wipe	borrar, limpiar frotando	essuyer	limpar	verb	$-aʔmítsú$ (limpar) {Allin 1979}		-aʔmítsú		-aʔmítsú	� a ʔ m i � t s u �	Allin 1979	4643	
4331	Tariana	wipe	borrar, limpiar frotando	essuyer	limpar	verb	$di-meyutá$ (limpar) {Aikhenvald 2001}		di-meyutá		di-meyutá	di- m e y u t á	Aikhenvald 2001	4647	
4332	Warekena	wipe	borrar, limpiar frotando	essuyer	limpar	verb	$yeɾuta$ (limpar) {Aikhenvald 2012}		yeɾuta		yeɾuta	y e ɾ u t a	Aikhenvald 2012	4648	
5344	Baniwa	wipe			limpar		<-haatha> (limpar) {Ramirez 2001}, <-pidzo> (limpar) {Ramirez 2001}	-haatha			-haatha	� h a a t h a	Ramirez 2001	4643	
5345	Baniwa	wipe			limpar		<-haatha> (limpar) {Ramirez 2001}, <-pidzo> (limpar) {Ramirez 2001}	-pidzo			-pidzo	� p i d � o	Ramirez 2001	4643	
#
4333	Achagua	witch, shaman	brujo	sorcier, sorcière, chaman	feiticeiro	other	$kahiakai$ (brujo) {Melendez 2011}		kahiakai		kahiakai	k a h i a k a i	Melendez 2011	4651	
4334	Kabiyari	witch, shaman	brujo	sorcier, sorcière, chaman	feiticeiro	other	<máritʃú> $máritʃú$ (xaman) {Epps}	máritʃú	máritʃú		máritʃú	m á r i tʃ ú	Epps	4653	
4335	Piapoco	witch, shaman	brujo	sorcier, sorcière, chaman	feiticeiro	other	$kamàɺikué:ɾi$ (bruxo) {Klumpp 1995}		kamàɺikué:ɾi		kamàɺikué:ɾi	k a m à ɺ i k u é: ɾ i	Klumpp 1995	4651	
4336	Resigaro	witch, shaman	brujo	sorcier, sorcière, chaman	feiticeiro	other	$kanívakáagí$ (ɸeiticeiro) {Epps}		kanívakáagí		kanívakáagí	k a n í v a k á a g í	Epps	4651	
4337	Yukuna	witch, shaman	brujo	sorcier, sorcière, chaman	feiticeiro	other	$maɾiʔitʃú$ (bɾuxo) {Schauer 2005}		maɾiʔitʃú		maɾiʔitʃú	m a ɾ i ʔ i tʃ ú	Schauer 2005	4653	
5346	Baniwa	witch, shaman			feiticeiro		<khewiete> (bruxo, feiticeiro) {Ramirez 2001}	khewiete			khewiete	kh e w i e t e	Ramirez 2001	4652	
#
4338	Achagua	with, comitative	con (persona)	avec	com (pessoa)	ad.com	$jatʃa$ (con) {Melendez 2011}, $ju$ (con) {Melendez 2011}		jatʃa		jatʃa	j a tʃ a	Melendez 2011	4654	
4339	Achagua	with, comitative	con (persona)	avec	com (pessoa)	ad.com	$jatʃa$ (con) {Melendez 2011}, $ju$ (con) {Melendez 2011}		ju		ju	j u	Melendez 2011	4661	
4340	Baré	with, comitative	con (persona)	avec	com (pessoa)	ad.com	$abi$ (com) {Oliveira 93}		abi		abi	a b i	Oliveira 93	4656	
4341	Piapoco	with, comitative	con (persona)	avec	com (pessoa)	ad.com	$wáapiʧa$ (con) {H&R 1992}, $ijú$ (con) {Klumpp 1995}, $núapitʃa$ (con) {Klumpp 1995}		wáapiʧa		wáapiʧa	w á a p i ʧ a	H&R 1992	4657	
4342	Piapoco	with, comitative	con (persona)	avec	com (pessoa)	ad.com	$wáapiʧa$ (con) {H&R 1992}, $ijú$ (con) {Klumpp 1995}, $núapitʃa$ (con) {Klumpp 1995}		ijú		ijú	i j ú	Klumpp 1995	4661	
4343	Piapoco	with, comitative	con (persona)	avec	com (pessoa)	ad.com	$wáapiʧa$ (con) {H&R 1992}, $ijú$ (con) {Klumpp 1995}, $núapitʃa$ (con) {Klumpp 1995}		núapitʃa		núapitʃa	n ú a p i tʃ a	Klumpp 1995	4654	
4344	Resigaro	with, comitative	con (persona)	avec	com (pessoa)	ad.com	$-neé$ (com) {H&R 1992}		-neé		-neé	� n e e �	H&R 1992	4658	
4345	Warekena	with, comitative	con (persona)	avec	com (pessoa)	ad.com	$epi$ (com) {Aikhenvald 2012}, $ima$ (com) {Aikhenvald 2012}		epi		epi	e p i	Aikhenvald 2012	4656	
4346	Warekena	with, comitative	con (persona)	avec	com (pessoa)	ad.com	$epi$ (com) {Aikhenvald 2012}, $ima$ (com) {Aikhenvald 2012}		ima		ima	i m a	Aikhenvald 2012	4664	
4347	Yukuna	with, comitative	con (persona)	avec	com (pessoa)	ad.com	$aú$ (com) {Schauer 2005}, $ɾaú$ (com) {Schauer 2005}		aú		aú	a ú	Schauer 2005	4660	
4348	Yukuna	with, comitative	con (persona)	avec	com (pessoa)	ad.com	$aú$ (com) {Schauer 2005}, $ɾaú$ (com) {Schauer 2005}		ɾaú		ɾaú	ɾ a ú	Schauer 2005	4660	
5347	Baniwa	with, comitative			com (pessoa)		<-aapídza> (com, coordenado) {Ramirez 2001}, <-íinai> (com, acompanhamento) {Ramirez 2001}, <-yo> (com, instrumento) {Ramirez 2001}	-aapídza			-aapídza	� a a p i � d � a	Ramirez 2001	4654	
5348	Baniwa	with, comitative			com (pessoa)		<-aapídza> (com, coordenado) {Ramirez 2001}, <-íinai> (com, acompanhamento) {Ramirez 2001}, <-yo> (com, instrumento) {Ramirez 2001}	-íinai			-íinai	� i � i n a i	Ramirez 2001	4658	
5349	Baniwa	with, comitative			com (pessoa)		<-aapídza> (com, coordenado) {Ramirez 2001}, <-íinai> (com, acompanhamento) {Ramirez 2001}, <-yo> (com, instrumento) {Ramirez 2001}	-yo			-yo	� y o	Ramirez 2001	4660	
#
4349	Achagua	woman	mujer	femme	mulher	other	$i:neto:$ (mujer) (con) {Melendez 2011}, $i:na$ (pl.) {Melendez 2011}		i:neto:		i:neto:	i: n e t o:	Melendez 2011	4665	
4350	Achagua	woman	mujer	femme	mulher	other	$i:neto:$ (mujer) (con) {Melendez 2011}, $i:na$ (pl.) {Melendez 2011}		i:na		i:na	i: n a	Melendez 2011	4665	
4351	Baré	woman	mujer	femme	mulher	other	$hinatʃati$ (mulher) {Oliveira 93}		hinatʃati		hinatʃati	h i n a tʃ a t i	Oliveira 93	4667	
4352	Kabiyari	woman	mujer	femme	mulher	other	<nanáwí> $nanáwí$ (mulher) {Epps}	nanáwí	nanáwí		nanáwí	n a n á w í	Epps	4668	
4353	Piapoco	woman	mujer	femme	mulher	other	<inanái> $inanái$ (mulher) {Epps}	inanái	inanái		inanái	i n a n á i	Epps	4665	
4354	Resigaro	woman	mujer	femme	mulher	other	$ináadó$ (mulher) {Epps}		ináadó		ináadó	i n á a d ó	Epps	4665	
4355	Tariana	woman	mujer	femme	mulher	other	$ínaɾu$ (mulher) {Aikhenvald 2001}		ínaɾu		ínaɾu	í n a ɾ u	Aikhenvald 2001	4665	
4356	Warekena	woman	mujer	femme	mulher	other	$neyawa$ (mulher) {Aikhenvald 2012}		neyawa		neyawa	neyawa	Aikhenvald 2012	4668	
4357	Yukuna	woman	mujer	femme	mulher	other	$inanaɾu$ (mulher) {Epps}		inanaɾu		inanaɾu	i n a n a ɾ u	Epps	4665	
5350	Baniwa	woman			mulher		<íinaro> (mulher) {Ramirez 2001}	íinaro			íinaro	í i n a r o	Ramirez 2001	4665	
#
4358	Kabiyari	woolly monkey	(mono) choro, churuco, mono barrigudo	lagotriche, singe laineux	macaco barrigudo	animal	<káparu> $káparu$ (macaco barrigudo) {Epps}	káparu	káparu		káparu	k á p a r u	Epps	4670	
4359	Piapoco	woolly monkey	(mono) choro, churuco, mono barrigudo	lagotriche, singe laineux	macaco barrigudo	animal	<cabàlu> $kabàlu$ (macaco-barrigudo) {Epps}	cabàlu	kabàlu		kabàlu	k a b à l u	Epps	4670	
4360	Resigaro	woolly monkey	(mono) choro, churuco, mono barrigudo	lagotriche, singe laineux	macaco barrigudo	animal	$kapáadó$ (choro) {Allin 1979}		kapáadó		kapáadó	k a p á a d ó	Allin 1979	4670	
4361	Tariana	woolly monkey	(mono) choro, churuco, mono barrigudo	lagotriche, singe laineux	macaco barrigudo	animal	$kápaɾu$ (macaco-barrigudo) {Aikhenvald 2001}		kápaɾu		kápaɾu	k á p a ɾ u	Aikhenvald 2001	4670	
4362	Warekena	woolly monkey	(mono) choro, churuco, mono barrigudo	lagotriche, singe laineux	macaco barrigudo	animal	$kapáɾu$ (macaco barrigudo) {Aikhenvald 2012}		kapáɾu		kapáɾu	k a p á ɾ u	Aikhenvald 2012	4670	
5351	Baniwa	woolly monkey			macaco barrigudo		<poe> (macaco barrigudo) {Chacon 2016}	poe			poe	p o e	Chacon 2016	4669	
#
4363	Piapoco	work (VI)	trabajar	travailler	trabalhar	verb	<íbaidaca> $íbaidaka$ (trabalhar) {Epps}	íbaidaca	íbaidaka		íbaidaka	í b a i d a k a	Epps	4672	
4364	Resigaro	work (VI)	trabajar	travailler	trabalhar	verb	$-odoʔphaavú$ (trabalhar) {Allin 1979}		-odoʔphaavú		-odoʔphaavú	� o d o ʔ p h a a v u �	Allin 1979	4673	
4365	Tariana	work (VI)	trabajar	travailler	trabalhar	verb	$di-hpáni$ (trabalhar) {Aikhenvald 2001}		di-hpáni		di-hpáni	di- h p á n i	Aikhenvald 2001	4674	
4366	Warekena	work (VI)	trabajar	travailler	trabalhar	verb	$patata$ (trabalhar) {Aikhenvald 2012}		patata		patata	p a t a t a	Aikhenvald 2012	4672	
4367	Yukuna	work (VI)	trabajar	travailler	trabalhar	verb	$hápakahe$ (trabalhar) {Epps}, $hápakahe$ (trabalhar) {Epps}		hápakahe		hápakahe	h á p a k a h e	Epps	4676	
4368	Yukuna	work (VI)	trabajar	travailler	trabalhar	verb	$hápakahe$ (trabalhar) {Epps}, $hápakahe$ (trabalhar) {Epps}		hápakahe		hápakahe	h á p a k a h e	Epps	4676	
5352	Baniwa	work (VI)			trabalhar		<-déenhi> (trabalhar) {Ramirez 2001}	-déenhi			-déenhi	� d e � e n h i	Ramirez 2001	4671	
#
4369	Piapoco	world	mundo	monde	mundo	other	$è:ɾi$ (mundo) {Klumpp 1995}		è:ɾi		è:ɾi	è: ɾ i	Klumpp 1995	4678	
4370	Resigaro	world	mundo	monde	mundo	other	$hípohí$ (mundo) {Allin 1979}		hípohí		hípohí	h í p o h í	Allin 1979	4679	
4371	Warekena	world	mundo	monde	mundo	other	$mundu$ (mundo) {Aikhenvald 2012}		mundu		mundu	m u n d u	Aikhenvald 2012	4680	
4372	Yukuna	world	mundo	monde	mundo	other	$ehaʔawá$ (mundo) {Schauer 2005}		ehaʔawá		ehaʔawá	e h a ʔ a w á	Schauer 2005	4681	
5353	Baniwa	world			mundo		<eeno> (mundo) {Chacon 2016}	eeno			eeno	ee n o	Chacon 2016	4677	
#
4373	Achagua	worm, earthworm, NOT parasitic	lombriz, gusano	ver	minhoca	insect	$e:niʃi$ (gusano) (lombriz) {Melendez 2011}, $uumai$ (lombriz) {Melendez 2011}		e:niʃi		e:niʃi	e: n i ʃ i	Melendez 2011	4682	
4374	Achagua	worm, earthworm, NOT parasitic	lombriz, gusano	ver	minhoca	insect	$e:niʃi$ (gusano) (lombriz) {Melendez 2011}, $uumai$ (lombriz) {Melendez 2011}		uumai		uumai	uu m a i	Melendez 2011	4683	
4375	Kabiyari	worm, earthworm, NOT parasitic	lombriz, gusano	ver	minhoca	insect	<mápi> $mápi$ (minhoca) {Epps}	mápi	mápi		mápi	m á p i	Epps	4683	
4376	Piapoco	worm, earthworm, NOT parasitic	lombriz, gusano	ver	minhoca	insect	<dúli> $dúli$ (minhoca) {Epps}, <umapi> $umapi$ (minhoca) {R01}	dúli	dúli		dúli	d ú l i	Epps	4685	
4377	Piapoco	worm, earthworm, NOT parasitic	lombriz, gusano	ver	minhoca	insect	<dúli> $dúli$ (minhoca) {Epps}, <umapi> $umapi$ (minhoca) {R01}	umapi	umapi		umapi	u m a p i	R01	4683	
4378	Resigaro	worm, earthworm, NOT parasitic	lombriz, gusano	ver	minhoca	insect	$omáapí$ (minhoca) {Epps}		omáapí		omáapí	o m á a p í	Epps	4683	
4379	Tariana	worm, earthworm, NOT parasitic	lombriz, gusano	ver	minhoca	insect	$umapí$ (minhoca) {Aikhenvald 2001}, $tsũdeɾi$ $tsũdeɾi$ (minhoca) {Epps}		umapí		umapí	u m a p í	Aikhenvald 2001	4683	
4380	Tariana	worm, earthworm, NOT parasitic	lombriz, gusano	ver	minhoca	insect	$umapí$ (minhoca) {Aikhenvald 2001}, $tsũdeɾi$ $tsũdeɾi$ (minhoca) {Epps}		tsũdeɾi		tsũdeɾi	ts ũ d e ɾ i	Epps	4692	
4381	Yukuna	worm, earthworm, NOT parasitic	lombriz, gusano	ver	minhoca	insect	$iʔipitʃí$ (minhoca) {Schauer 2005}		iʔipitʃí		iʔipitʃí	i ʔ i p i tʃ í	Schauer 2005	4688	
5354	Baniwa	worm, earthworm, NOT parasitic			minhoca		<oomápi> (minhoca) {Ramirez 2001}, <hiipápi> (minhoca) {Ramirez 2001}, <kakalípi> (minhoca) {Ramirez 2001}, <katanápire> (minhoca) {Ramirez 2001}, <kololómali> (minhoca) {Ramirez 2001}, <piíki> (minhoca) {Ramirez 2001}, <wáati> (minhoca) {Ramirez 2001}	oomápi			oomápi	oo m á p i	Ramirez 2001	4683	
5355	Baniwa	worm, earthworm, NOT parasitic			minhoca		<oomápi> (minhoca) {Ramirez 2001}, <hiipápi> (minhoca) {Ramirez 2001}, <kakalípi> (minhoca) {Ramirez 2001}, <katanápire> (minhoca) {Ramirez 2001}, <kololómali> (minhoca) {Ramirez 2001}, <piíki> (minhoca) {Ramirez 2001}, <wáati> (minhoca) {Ramirez 2001}	hiipápi			hiipápi	h ii p á p i	Ramirez 2001	4690	
5356	Baniwa	worm, earthworm, NOT parasitic			minhoca		<oomápi> (minhoca) {Ramirez 2001}, <hiipápi> (minhoca) {Ramirez 2001}, <kakalípi> (minhoca) {Ramirez 2001}, <katanápire> (minhoca) {Ramirez 2001}, <kololómali> (minhoca) {Ramirez 2001}, <piíki> (minhoca) {Ramirez 2001}, <wáati> (minhoca) {Ramirez 2001}	kakalípi			kakalípi	k a k a l í p i	Ramirez 2001	4693	
5357	Baniwa	worm, earthworm, NOT parasitic			minhoca		<oomápi> (minhoca) {Ramirez 2001}, <hiipápi> (minhoca) {Ramirez 2001}, <kakalípi> (minhoca) {Ramirez 2001}, <katanápire> (minhoca) {Ramirez 2001}, <kololómali> (minhoca) {Ramirez 2001}, <piíki> (minhoca) {Ramirez 2001}, <wáati> (minhoca) {Ramirez 2001}	katanápire			katanápire	k a t a n á p i r e	Ramirez 2001	4693	
5358	Baniwa	worm, earthworm, NOT parasitic			minhoca		<oomápi> (minhoca) {Ramirez 2001}, <hiipápi> (minhoca) {Ramirez 2001}, <kakalípi> (minhoca) {Ramirez 2001}, <katanápire> (minhoca) {Ramirez 2001}, <kololómali> (minhoca) {Ramirez 2001}, <piíki> (minhoca) {Ramirez 2001}, <wáati> (minhoca) {Ramirez 2001}	kololómali			kololómali	k o l o l ó m a l i	Ramirez 2001	4695	
5359	Baniwa	worm, earthworm, NOT parasitic			minhoca		<oomápi> (minhoca) {Ramirez 2001}, <hiipápi> (minhoca) {Ramirez 2001}, <kakalípi> (minhoca) {Ramirez 2001}, <katanápire> (minhoca) {Ramirez 2001}, <kololómali> (minhoca) {Ramirez 2001}, <piíki> (minhoca) {Ramirez 2001}, <wáati> (minhoca) {Ramirez 2001}	piíki			piíki	p i í k i	Ramirez 2001	4696	
5360	Baniwa	worm, earthworm, NOT parasitic			minhoca		<oomápi> (minhoca) {Ramirez 2001}, <hiipápi> (minhoca) {Ramirez 2001}, <kakalípi> (minhoca) {Ramirez 2001}, <katanápire> (minhoca) {Ramirez 2001}, <kololómali> (minhoca) {Ramirez 2001}, <piíki> (minhoca) {Ramirez 2001}, <wáati> (minhoca) {Ramirez 2001}	wáati			wáati	w áa t i	Ramirez 2001	4697	
#
4382	Achagua	worm, parasitic, internal	gusano, lombriz	vers intestinaux	verme	insect	$e:niʃi$ (gusano) (lombriz) {Melendez 2011}, $uumai$ (lombriz) {Melendez 2011}		e:niʃi		e:niʃi	e: n i ʃ i	Melendez 2011	4698	
4383	Achagua	worm, parasitic, internal	gusano, lombriz	vers intestinaux	verme	insect	$e:niʃi$ (gusano) (lombriz) {Melendez 2011}, $uumai$ (lombriz) {Melendez 2011}		uumai		uumai	uu m a i	Melendez 2011	4702	
4384	Tariana	worm, parasitic, internal	gusano, lombriz	vers intestinaux	verme	insect	$hení-si$ (verme) {Aikhenvald 2001}		hení-si		hení-si	h e n i � � s i	Aikhenvald 2001	4698	
4385	Yukuna	worm, parasitic, internal	gusano, lombriz	vers intestinaux	verme	insect	$iʔipitʃí$ (verme) {Schauer 2005}		iʔipitʃí		iʔipitʃí	i ʔ i p i tʃ í	Schauer 2005	4701	
5361	Baniwa	worm, parasitic, internal			verme		<-dzaini> (verme) {Ramirez 2001}, <kakalipi> (verme) {Ramirez 2001}	-dzaini			-dzaini	� d � a i n i	Ramirez 2001	4699	
5362	Baniwa	worm, parasitic, internal			verme		<-dzaini> (verme) {Ramirez 2001}, <kakalipi> (verme) {Ramirez 2001}	kakalipi			kakalipi	k a k a l i p i	Ramirez 2001	4703	
#
4386	Baré	wound (N)	herida	blessure	ferida	other	$paya$ (ferida) {Oliveira 93}		paya		paya	p a y a	Oliveira 93	4705	
4387	Piapoco	wound (N)	herida	blessure	ferida	other	$nu-tʃáuná$ (herida) {Klumpp 1995}, $nu-tùkuè:ɾi$ (herida) {Klumpp 1995}		nu-tʃáuná		nu-tʃáuná	n u � t � a � u n a �	Klumpp 1995	4704	
4388	Piapoco	wound (N)	herida	blessure	ferida	other	$nu-tʃáuná$ (herida) {Klumpp 1995}, $nu-tùkuè:ɾi$ (herida) {Klumpp 1995}		nu-tùkuè:ɾi		nu-tùkuè:ɾi	n u � t u � k u e � � ɾ i	Klumpp 1995	4711	
4389	Resigaro	wound (N)	herida	blessure	ferida	other	$tétuʔí$ (ɸerida) {Allin 1979}		tétuʔí		tétuʔí	t é t u ʔ í	Allin 1979	4707	
4390	Tariana	wound (N)	herida	blessure	ferida	other	$ísa$ (ferida) {Aikhenvald 2001}		ísa		ísa	í s a	Aikhenvald 2001	4708	
4391	Warekena	wound (N)	herida	blessure	ferida	other	$nukuwenihi$ (ferida) {Aikhenvald 2012}		nukuwenihi		nukuwenihi	nuku w e n i h i	Aikhenvald 2012	4709	
4392	Yukuna	wound (N)	herida	blessure	ferida	other	$apʰútahi$ (ferida) {Schauer 2005}		apʰútahi		apʰútahi	a pʰ ú t a h i	Schauer 2005	4707	
5363	Baniwa	wound (N)			ferida		<-dzáanaa> (ferida) {Ramirez 2001}	-dzáanaa			-dzáanaa	� d � a � a n a a	Ramirez 2001	4704	
#
4393	Achagua	wrap (VT)	envolver	envelopper	envolver	verb	$wowaneri$ (envolver) {Melendez 2011}		wowaneri		wowaneri	w o w a n e r i	Melendez 2011	4712	
4394	Piapoco	wrap (VT)	envolver	envelopper	envolver	verb	$nuépùaka$ (envolver) {Klumpp 1995}		nuépùaka		nuépùaka	n u é p ù a k a	Klumpp 1995	4714	
4395	Resigaro	wrap (VT)	envolver	envelopper	envolver	verb	$vigi-khú$ (envolver) {Allin 1979}		vigi-khú		vigi-khú	v i g i � k h u �	Allin 1979	4715	
4396	Yukuna	wrap (VT)	envolver	envelopper	envolver	verb	$mapíɾaʔakahe$ (envolver) {Schauer 2005}		mapíɾaʔakahe		mapíɾaʔakahe	m a p í ɾ aʔakahe	Schauer 2005	4716	
5364	Baniwa	wrap (VT)			envolver		<-deñápa> (embrulhar) {Ramirez 2001}, <-kaarophéta> (embrulhar) {Ramirez 2001}	-deñápa			-deñápa	� d e n � a � p a	Ramirez 2001	4713	
5365	Baniwa	wrap (VT)			envolver		<-deñápa> (embrulhar) {Ramirez 2001}, <-kaarophéta> (embrulhar) {Ramirez 2001}	-kaarophéta			-kaarophéta	� k a a r o p h e � t a	Ramirez 2001	4717	
#
4397	Piapoco	wrist	muñeca	poignet	pulso, munheca	body part	$jé:nibená$ (muñeca) {Klumpp 1995}		jé:nibená		jé:nibená	j é: n i b e n á	Klumpp 1995	4719	
4398	Resigaro	wrist	muñeca	poignet	pulso, munheca	body part	$-kéú$ (pulso) {Allin 1979}		-kéú		-kéú	� k e � u �	Allin 1979	4720	
4399	Yukuna	wrist	muñeca	poignet	pulso, munheca	body part	$ɾiyáteʔela yáʔaka$ (pulso) {Schauer 2005}		ɾiyáteʔela yáʔaka		ɾiyáteʔela yáʔaka	ɾ i y a � t e ʔ e l a � y a � ʔ a k a	Schauer 2005	4721	
5366	Baniwa	wrist			pulso, munheca		<-kaapi> (munheca) {Ramirez 2001}, <-pokóda> (munheca) {Ramirez 2001}	-kaapi			-kaapi	� k a a p i	Ramirez 2001	4718	
5367	Baniwa	wrist			pulso, munheca		<-kaapi> (munheca) {Ramirez 2001}, <-pokóda> (munheca) {Ramirez 2001}	-pokóda			-pokóda	� p o k o � d a	Ramirez 2001	4722	
#
4400	Achagua	yes	sí	oui	sim	other	$aha$ $aha$ (si) {Melendez 2011}		aha		aha	a h a	Melendez 2011	4723	
4401	Baré	yes	sí	oui	sim	other	$ẽhẽ$ (sim) {Oliveira 93}		ẽhẽ		ẽhẽ	ẽ h ẽ	Oliveira 93	4723	
4402	Resigaro	yes	sí	oui	sim	other	$-tsíá$ (se) {H&R 1992}		-tsíá		-tsíá	� t s i � a �	H&R 1992	4726	
4403	Tariana	yes	sí	oui	sim	other	$háw$ (sim, tá bom) {Aikhenvald 2001}		háw		háw	h á w	Aikhenvald 2001	4727	
4404	Yukuna	yes	sí	oui	sim	other	$aʔa$ (sim) {Schauer 2005}		aʔa		aʔa	a ʔ a	Schauer 2005	4723	
5368	Baniwa	yes			sim		<ũhũ> (sim) {Chacon 2016}	ũhũ			ũhũ	ũ h ũ	Chacon 2016	4723	
#
4405	Achagua	you.pl	ustedes	vous	vocês	pro	$ija$ (usted pl.) {Melendez 2011}		ija		ija	i j a	Melendez 2011	4728	
4406	Baré	you.pl	ustedes	vous	vocês	pro	$ini$ (vocês) {Oliveira 93}		ini		ini	i n i	Oliveira 93	4730	
4407	Kabiyari	you.pl	ustedes	vous	vocês	pro	<phé> $phé$ (você) {Epps} <pi-> $pi-$ (você) {Epps}	phé	phé		phé	pʰ é	Epps	4731	
4408	Kabiyari	you.pl	ustedes	vous	vocês	pro	<phé> $phé$ (você) {Epps} <pi-> $pi-$ (você) {Epps}	pi-	pi-		pi-	p i +	Epps	4731	
4409	Piapoco	you.pl	ustedes	vous	vocês	pro	<píacué> $píackué$ (vocês) {Epps}	píacué	píackué		píackué	p í a c k u é	Epps	4732	
4410	Resigaro	you.pl	ustedes	vous	vocês	pro	$haʔá$ (vocês) {Epps}		haʔá		haʔá	h a ʔ á	Epps	4729	
